,institution_main,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag,predominantdemo_bachelors,predominantdemo_masters,predominantdemo_phd,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
590,Daemen College,13,55,58,10,0,NY,1,2,2,2,21,2,42,54,58,20,58,192,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,92,82,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
591,Dakota State University,17,24,33,24,5,SD,1,1,2,2,32,2,29,43,47,20,49,113,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
592,Dakota Wesleyan University,11,14,16,3,0,SD,1,2,2,2,33,1,39,44,44,3,44,57,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
593,Dallas Baptist University,48,18,51,0,0,TX,1,2,2,2,11,2,43,54,56,32,56,121,0,0,57,1,1,-2,A,1,1,1,1037,803,1840,1467,1185,2652,165,105,270,59,45,12,1.0,1,0,0,0,White,Asian,White,440,560,440,530,15,21,23,27,22,24
594,Dallas Christian College,2,4,0,1,0,TX,1,2,2,2,21,1,12,20,22,31,22,12,0,0,8,1,1,-2,A,1,1,2,2,5,7,27,50,77,0,2,2,75,40,9,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
595,Dallas College,0,0,0,0,0,TX,1,1,2,2,11,5,22,34,71,27,21,1369,0,0,302,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,32,45,19,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
596,Dallas Theological Seminary,36,13,18,0,0,TX,1,2,2,2,11,2,22,34,71,20,50,68,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
597,Dalton State College,29,61,51,3,15,GA,1,1,2,2,13,2,10,31,35,27,29,187,0,0,20,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
598,Daniel Morgan Graduate School of National Security,166,182,201,56,19,DC,1,2,2,2,11,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
599,Daoist Traditions College of Chinese Medical Arts,0,0,0,2,0,NC,1,3,2,2,13,1,22,34,71,20,50,11,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,14,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
600,Dartmouth College,312,184,132,10,73,NH,1,2,2,2,33,3,88,93,95,20,95,776,40,0,271,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,45,15,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
601,Davenport University,4,25,39,47,0,MI,1,2,2,2,21,3,34,45,48,20,52,243,0,0,37,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,45,12,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
602,Davidson College,87,41,85,1,5,NC,1,2,2,2,21,2,89,93,93,20,93,229,0,0,28,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,9,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
603,Davis & Elkins College,12,9,16,8,0,WV,1,2,2,2,33,1,43,48,52,20,48,57,0,0,32,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,13,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
604,Davis College,166,182,201,56,19,NY,1,2,2,2,22,1,32,35,35,8,44,7,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,45,10,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
605,Daytona College,0,0,0,8,0,FL,1,3,2,2,13,1,22,34,71,20,60,18,0,0,10,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,14,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
606,Daytona State College,123,55,36,8,0,FL,1,1,2,2,13,4,22,34,71,13,43,397,0,0,21,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
607,Dean College,4,8,14,0,0,MA,1,2,2,2,21,2,49,52,52,38,52,68,0,0,40,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,45,15,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
608,Defiance College,4,6,22,3,0,OH,1,2,2,2,32,1,41,45,45,20,45,44,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,45,45,16,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
609,Delaware State University,56,86,42,2,24,DE,1,1,1,2,13,2,34,45,48,20,48,259,26,17,34,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
610,Delaware Technical Community College-Terry,0,0,0,0,0,DE,1,1,2,2,13,4,22,34,71,7,18,590,0,0,84,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,5,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
611,Delaware Valley University,31,27,27,5,2,PA,1,2,2,2,21,2,47,53,54,34,55,138,0,0,55,1,1,-2,A,1,1,1,428,396,824,1180,783,1963,76,75,151,69,45,12,0.0,1,1,0,0,White,White,White,455,625,502,661,18,23,17,24,16,23
612,Dell'Arte International School of Physical Theatre,166,182,201,56,19,CA,1,2,2,2,41,1,22,34,71,20,50,4,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,67,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
613,Delta State University,14,43,52,37,0,MS,1,1,2,2,33,2,23,34,39,20,39,175,0,0,62,1,1,-2,A,1,1,1,1397,2847,4244,1514,3019,4534,214,406,620,76,25,10,0.0,1,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
614,Denison University,46,92,100,9,0,OH,1,2,2,2,23,2,77,80,80,17,80,254,0,0,11,1,1,-2,A,1,1,1,1,4,5,1,7,8,1,4,5,100,45,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
615,Denver College of Nursing,0,0,0,25,0,CO,1,3,2,2,11,2,22,34,71,20,50,68,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,29,47,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
616,DePaul University,196,339,125,214,0,IL,1,2,2,2,11,5,58,69,71,18,71,1180,0,0,216,1,1,-2,A,1,1,1,917,836,1753,4132,2369,6501,347,256,603,92,45,14,0.0,1,1,0,0,White,White,White,620,700,650,750,27,32,27,34,26,31
617,DePauw University,87,53,56,4,0,IN,1,2,2,2,32,2,85,87,87,20,87,213,0,0,0,1,1,-2,A,1,1,1,86,79,165,177,172,349,47,27,74,42,22,12,1.0,1,0,0,0,NativeAmerican,Asian,White,423,513,445,495,15,19,14,19,15,17
618,Des Moines University-Osteopathic Medical Center,15,28,32,2,0,IA,1,2,2,2,12,2,22,34,71,20,50,88,8,0,1,1,1,-2,A,1,1,1,17,-347,17,24,0,24,17,17,17,53,45,6,0.0,1,0,0,0,Asian,Asian,White,455,625,502,661,22,22,23,27,22,24
619,DeSales University,16,44,69,4,0,PA,1,2,2,2,41,2,56,64,65,26,65,211,0,0,24,1,1,-2,A,1,1,1,30,-347,30,30,0,30,30,17,30,83,45,12,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
620,Design Institute of San Diego,166,182,201,56,19,CA,1,3,2,2,11,1,33,33,33,20,33,11,0,0,6,1,1,-2,A,1,1,1,8,-347,8,22,0,22,4,17,4,21,45,23,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
621,DeVry College of New York,11,0,0,0,0,NY,1,3,2,2,11,2,23,26,28,30,30,30,0,0,25,1,1,-2,A,1,1,1,15,-347,15,32,0,32,12,17,12,22,45,3,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
622,DeVry University-Arizona,4,1,1,0,0,AZ,1,3,2,2,11,1,12,14,14,30,15,17,0,0,18,1,1,-2,N,1,1,1,10,-347,10,20,0,20,7,17,7,71,45,11,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
623,DeVry University-California,23,4,0,0,0,CA,1,3,2,2,12,2,20,24,26,32,27,88,0,0,77,1,1,-2,A,1,1,1,33,-347,33,47,0,47,27,17,27,96,45,25,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
624,DeVry University-Colorado,166,182,201,56,19,CO,1,3,2,2,21,1,20,20,20,10,20,5,0,0,9,1,1,-2,A,1,1,1,212,611,823,406,1125,1531,162,443,605,61,37,8,1.0,1,1,1,0,White,White,White,455,625,502,661,22,22,23,27,22,24
625,DeVry University-Florida,6,0,0,0,0,FL,1,3,2,2,21,1,11,11,11,30,23,20,0,0,24,1,1,-2,A,1,1,1,311,451,765,334,481,819,122,102,224,79,100,10,1.0,1,1,1,0,White,White,White,490,550,460,580,19,24,18,25,18,25
626,DeVry University-Georgia,7,1,0,0,0,GA,1,3,2,2,21,2,18,21,21,30,21,29,0,0,38,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,29,1.0,1,0,0,0,Hispanic,Asian,White,455,625,502,661,22,22,23,27,22,24
627,DeVry University-Illinois,46,11,5,0,0,IL,1,3,2,2,11,5,15,19,20,27,22,439,0,0,61,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
628,DeVry University-Indiana,166,182,201,56,19,IN,1,3,2,2,21,1,17,17,17,83,17,3,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
629,DeVry University-Missouri,166,182,201,56,19,MO,1,3,2,2,11,1,22,22,22,25,17,7,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,86,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
630,DeVry University-Nevada,166,182,201,56,19,NV,1,3,2,2,11,1,33,33,33,17,33,4,0,0,6,1,2,-2,A,2,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,70,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
631,DeVry University-New Jersey,8,0,0,0,0,NJ,1,3,2,2,21,1,31,36,38,26,37,17,0,0,27,1,1,-2,A,1,1,1,1186,1512,2698,1561,2303,3864,301,358,659,85,0,11,0.0,1,1,0,0,White,White,White,520,640,520,620,21,27,20,26,19,26
632,DeVry University-North Carolina,166,182,201,56,19,NC,1,3,2,2,11,1,13,25,25,50,25,9,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
633,DeVry University-Ohio,9,0,0,0,0,OH,1,3,2,2,11,1,12,15,17,29,15,20,0,0,30,1,1,-2,A,1,1,1,5798,11757,17555,6945,13222,20167,1306,2261,3567,80,53,14,1.0,1,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
634,DeVry University-Pennsylvania,3,0,0,0,0,PA,1,3,2,2,21,1,3,11,11,37,15,5,0,0,22,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,27,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
635,DeVry University-Tennessee,166,182,201,56,19,TN,1,3,2,2,11,1,33,33,33,20,33,3,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,100,25,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
636,DeVry University-Texas,11,5,0,0,0,TX,1,3,2,2,12,1,7,7,7,41,6,32,0,0,26,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,5,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
637,DeVry University-Virginia,3,0,0,0,0,VA,1,3,2,2,12,1,17,17,25,25,25,12,0,0,15,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
638,Dickinson College,57,86,52,20,0,PA,1,2,2,2,13,2,81,84,84,20,84,230,0,0,41,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,45,12,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
639,Dickinson State University,9,17,25,11,0,ND,1,1,2,2,33,2,16,35,36,30,36,84,0,0,8,1,1,-2,A,1,1,1,1,3,4,1,7,8,0,3,3,75,45,10,1.0,0,0,0,0,White,Asian,White,455,625,502,661,18,22,15,25,16,18
640,DigiPen Institute of Technology,7,9,16,0,39,WA,1,3,2,2,13,2,38,49,53,20,53,89,0,0,0,1,1,-2,A,1,1,1,26,290,316,33,423,456,4,66,70,58,20,9,1.0,1,0,0,1,White,Asian,White,470,530,520,560,19,23,19,24,16,20
641,Dillard University,12,18,27,10,0,LA,1,2,1,2,11,2,33,47,50,28,50,79,0,0,41,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,13,1.0,1,1,0,0,Hispanic,White,White,455,625,502,661,22,22,23,27,22,24
642,Dine College,13,14,12,24,0,AZ,1,1,2,1,43,2,22,34,71,25,20,72,0,0,17,1,1,2,A,1,1,1,3,1,4,6,3,9,3,1,4,82,45,2,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
643,Divine Mercy University,6,11,7,0,0,VA,1,2,2,2,21,1,22,34,71,20,50,24,0,0,3,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,22,50,10,1.0,1,0,0,0,Hispanic,Asian,White,455,625,502,661,22,22,23,27,22,24
644,Divine Word College,1,1,12,3,0,IA,1,2,2,2,42,1,50,50,50,50,50,19,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,4,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
645,Dixie State University,38,64,100,26,0,UT,1,1,2,2,13,4,14,19,23,30,35,366,0,0,54,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
646,Doane University,28,29,42,2,0,NE,1,2,2,2,32,2,55,60,60,33,60,160,3,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
647,Dominican College of Blauvelt,5,16,45,7,0,NY,1,2,2,2,21,2,33,47,48,33,48,120,0,0,18,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,67,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
648,Dominican School of Philosophy & Theology,8,0,3,0,0,CA,1,2,2,2,12,1,22,34,71,20,50,13,0,0,2,1,1,-2,A,1,1,1,46,49,95,107,91,198,10,18,28,79,45,11,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
649,Dominican University,51,35,38,0,18,IL,1,2,2,2,21,2,53,60,63,26,63,226,0,0,29,1,1,-2,A,1,1,1,929,1901,2830,1743,3226,4969,141,222,363,80,45,9,1.0,1,1,1,0,White,UnknownEthnicity,White,455,625,502,661,22,22,23,27,22,24
650,Dominican University of California,26,18,55,0,0,CA,1,2,2,2,13,2,62,73,74,19,74,168,0,0,37,1,1,-2,A,1,1,1,66,136,202,72,143,215,41,82,123,75,45,6,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
651,Dongguk University Los Angeles,166,182,201,56,19,CA,1,2,2,2,11,1,22,34,71,20,50,11,0,0,6,1,1,-2,A,1,1,1,589,1280,1280,0,9411,9411,814,690,690,93,100,9,0.0,1,0,0,0,White,Asian,White,680,748,670,770,31,34,33,35,27,32
652,Donnelly College,0,0,13,0,0,KS,1,2,2,2,12,1,22,34,71,35,13,23,0,0,13,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0.0,1,1,1,1,White,White,Asian,455,625,502,661,22,22,23,27,22,24
653,Dordt University,36,27,13,13,0,IA,1,2,2,2,33,2,61,65,65,20,66,105,0,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
654,Dragon Rises College of Oriental Medicine,166,182,201,56,19,FL,1,2,2,2,12,1,22,34,71,20,50,1,0,0,0,1,1,-2,A,1,1,1,2205,4745,6968,3648,6936,10671,200,445,645,68,13,15,0.0,1,1,1,1,Hispanic,Hispanic,Black,455,625,502,661,22,22,23,27,22,24
655,Drake University,93,126,78,3,0,IA,1,2,2,2,12,2,69,76,77,20,78,353,4,0,73,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,29,19,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
656,Drew University,50,45,34,1,0,NJ,1,2,2,2,21,2,64,68,69,20,69,167,0,0,18,1,1,-2,A,1,1,1,672,979,1651,1597,2293,3890,163,124,287,70,45,13,0.0,1,1,0,0,White,White,White,470,560,460,560,17,22,15,21,16,22
657,Drexel University,280,236,115,593,0,PA,1,2,2,2,11,5,26,67,71,20,71,1547,71,0,113,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,23,18,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
658,Drury University,41,32,25,7,0,MO,1,2,2,2,12,2,40,56,60,20,60,114,0,0,31,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,1,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
659,Drury University-College of Continuing Professional Studies,2,2,0,4,0,MO,1,2,2,2,12,2,5,14,23,20,31,47,0,0,23,1,1,-2,A,1,1,1,488,597,1085,3439,4257,7696,227,252,479,90,45,10,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
660,Duke University,1384,929,1260,353,148,NC,1,2,2,2,11,4,88,94,96,20,96,4151,1457,0,56,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,63,16,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
661,Dunwoody College of Technology,2,21,24,46,0,MN,1,2,2,2,11,2,0,0,0,2,49,114,0,0,21,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,18,26,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
662,Duquesne University,93,205,153,25,0,PA,1,2,2,2,11,3,69,76,77,20,79,635,0,0,50,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
663,Eagle Gate College-Boise Campus,0,0,0,0,0,ID,1,3,2,2,12,1,22,34,71,20,50,3,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,23,9,10,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
664,Eagle Gate College-Layton,166,182,201,56,19,UT,1,3,2,2,21,1,38,38,38,20,65,4,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,85,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
665,Eagle Gate College-Murray,0,0,0,8,0,UT,1,3,2,2,21,1,100,100,100,10,42,14,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,46,18,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
666,Earlham College,29,25,38,1,0,IN,1,2,2,2,32,1,61,66,67,20,67,100,1,0,42,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,75,10,1.0,1,0,0,0,NativeAmerican,Asian,White,455,625,502,661,22,22,23,27,22,24
667,East Carolina University,298,467,385,170,0,NC,1,1,2,2,13,5,42,62,65,24,65,1452,29,288,203,1,1,-2,A,1,1,1,589,899,899,0,1148,1148,814,146,146,70,45,12,1.0,1,1,0,1,White,White,White,480,590,460,580,23,31,24,32,22,26
668,East Central University,23,15,60,39,4,OK,1,1,2,2,33,2,25,36,39,24,39,159,0,0,30,1,1,-2,A,1,1,1,32,53,85,70,179,249,11,5,16,69,13,11,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
669,East Georgia State College,17,29,14,9,0,GA,1,1,2,2,33,2,0,0,0,60,14,85,0,0,12,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,6,45,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
670,East Stroudsburg University of Pennsylvania,87,66,41,23,0,PA,1,1,2,2,13,3,37,48,50,32,50,240,0,0,0,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
671,East Tennessee State University,234,197,236,38,62,TN,1,1,2,2,13,4,32,46,50,24,50,861,40,33,17,1,1,-2,A,1,1,1,9456,13605,23061,12962,20718,33680,1496,2235,3731,91,100,15,0.0,1,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
672,East Texas Baptist University,25,17,30,0,0,TX,1,2,2,2,32,2,27,34,35,49,35,91,0,0,24,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,56,37,17,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
673,East West College of Natural Medicine,166,182,201,56,19,FL,1,3,2,2,13,1,22,34,71,20,50,6,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,79,86,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
674,East-West University,0,3,6,0,0,IL,1,2,2,2,11,1,13,16,16,34,18,16,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,98,45,20,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
675,Eastern Connecticut State University,91,50,47,2,0,CT,1,1,2,2,31,2,45,54,56,20,56,283,0,0,67,1,1,-2,A,1,1,1,126,85,211,252,221,473,48,33,81,89,45,11,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
676,Eastern Florida State College,52,47,52,114,0,FL,1,1,2,2,21,4,22,34,71,9,47,457,0,0,99,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,15,1.0,1,1,0,0,Asian,Asian,White,455,625,502,661,22,22,23,27,22,24
677,Eastern Illinois University,136,71,56,115,0,IL,1,1,2,2,32,3,35,49,51,34,51,423,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,26,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
678,Eastern International College-Belleville,0,0,0,6,0,NJ,1,3,2,2,21,1,64,76,76,8,79,11,0,0,0,1,1,-2,A,1,1,1,2215,5214,7429,2724,6202,8926,526,1069,1595,82,56,14,0.0,1,1,0,1,White,White,White,580,660,540,640,23,30,24,33,21,27
679,Eastern International College-Jersey City,0,0,0,18,0,NJ,1,3,2,2,11,1,5,41,68,14,67,25,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,49,9,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
680,Eastern Kentucky University,150,159,147,13,58,KY,1,1,2,2,32,4,33,49,52,25,45,700,0,0,198,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
681,Eastern Mennonite University,17,23,32,15,2,VA,1,2,2,2,13,2,48,59,60,28,60,122,1,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,96,45,39,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
682,Eastern Michigan University,313,176,84,2,75,MI,1,1,2,2,21,4,20,40,47,20,47,808,0,0,35,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,6,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
683,Eastern Nazarene College,6,5,18,4,0,MA,1,2,2,2,21,1,22,35,38,20,38,62,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
684,Eastern New Mexico University-Main Campus,31,23,66,44,0,NM,1,1,2,2,33,3,20,27,29,32,36,186,0,0,35,1,1,-2,A,1,1,1,1022,1267,2289,1285,1474,2759,154,149,303,77,45,12,1.0,1,1,0,0,White,White,White,480,600,480,580,20,31,19,30,19,31
685,Eastern Oregon University,23,39,23,23,0,OR,1,1,2,2,33,2,9,10,28,45,28,136,0,0,9,1,1,-2,A,1,1,1,8,175,183,10,220,230,6,101,107,82,45,14,1.0,1,0,0,0,White,Asian,White,455,625,502,661,18,22,16,21,15,19
