institution,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag
Meharry Medical College,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,1,1
Memorial Hospital School of Radiation Therapy Technology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,6,0,0,0,0,0
Memphis College of Art,1,1,-1,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,,-1,-1,-1,-1
Memphis Theological Seminary,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,0
Mendocino College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,23,18,1,0,0,0,0
Menlo College,1,1,-2,A,1,1,1,727,867,1594,1143,1328,2471,67,62,129,71,100,17,0,1,0,0,0
Merced College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,35,25,1,0,0,0,0
Mercer County Career Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,45,8,0,-2,-2,-2,-2
Mercer County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,39,17,1,0,0,0,0
Mercer County Technical Education Center,1,2,-2,A,2,1,1,20,30,50,26,35,61,15,24,39,83,100,13,0,0,0,0,0
Mercer University,1,1,-2,A,1,1,1,1695,2722,4417,2128,3523,5651,387,479,866,87,50,14,0,1,1,1,1
Mercy College,1,1,-2,A,1,1,1,1751,4188,5939,2345,4901,7246,297,696,993,74,3,16,1,1,1,0,1
Mercy College of Health Sciences,1,1,-2,A,1,1,1,15,95,110,16,104,120,5,31,36,62,33,8,1,1,0,0,0
Mercy College of Ohio,1,1,2,A,1,1,1,16,112,128,30,294,324,10,44,54,71,50,7,1,1,1,0,0
Mercy Hospital School of Practical Nursing-Plantation General Hospital,1,1,-2,A,1,1,1,1,3,4,1,3,4,1,3,4,50,45,10,0,-2,-2,-2,-2
Mercy-St Luke's School of Radiologic Technology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,0,0,0,0,0
Mercyhurst University,1,1,-2,A,1,1,1,1260,1783,3043,1491,1966,3457,296,374,670,80,0,15,1,1,1,1,0
Mercyhurst University-North East Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,28,40,17,1,0,0,0,0
Meredith College,1,1,-2,A,1,1,1,589,1199,1199,0,1674,1674,814,372,372,86,100,11,0,1,1,0,0
Meredith Manor International Equestrian Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,10,0,0,0,0,0
Meridian College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,18,1,0,0,0,0
Meridian Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,53,8,16,1,0,0,0,0
Meridian Institute of Surgical Assisting,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,71,1,0,0,0,0
Meridian Technology Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,90,9,0,0,0,0,0
Meridian University,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,1,1
Merkaz Bnos-Business School,1,1,-2,A,1,1,1,5,81,86,7,91,98,2,49,51,85,45,13,0,0,0,0,0
Merrell University of Beauty Arts and Science,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,45,15,0,-2,-2,-2,-2
Merryfield School of Pet Grooming,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0,-2,-2,-2,-2
Meryma'at Barber College,1,1,-2,N,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,73,45,20,0,0,0,0,0
Mesa Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,56,34,16,1,0,0,0,0
Mesabi Range College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,30,17,1,0,0,0,0
Mesalands Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,53,12,1,0,0,0,0
Methodist College,1,1,-2,A,1,1,1,1,6,7,1,7,8,0,5,5,75,45,8,0,1,1,0,0
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,1,1,-2,A,1,1,1,7,-347,7,10,0,10,7,17,7,60,45,15,1,1,0,1,0
Mesivta Torah Vodaath Rabbinical Seminary,1,1,-2,A,1,1,1,36,-347,36,40,0,40,30,17,30,92,45,40,0,1,0,0,0
Mesivtha Tifereth Jerusalem of America,1,1,5,A,1,1,1,16,-347,16,19,0,19,14,17,14,75,45,6,0,1,1,1,0
Messenger College,1,1,-2,A,1,1,1,3,3,6,10,8,18,2,2,4,0,45,8,1,1,0,0,0
Messiah University,1,1,-2,A,1,1,1,718,1258,1976,930,1619,2549,243,371,614,86,45,13,0,1,1,0,1
Methodist Theological School in Ohio,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Methodist University,1,1,-2,A,1,1,1,1270,979,2249,1814,1150,2964,223,129,352,58,75,10,1,1,1,0,1
Metro Beauty Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,96,75,12,0,-2,-2,-2,-2
Metro Detroit Barber College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,91,100,26,0,0,0,0,0
Metro Technology Centers,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,36,7,0,0,0,0,0
Metropolitan College of New York,1,1,-2,A,1,1,1,22,37,59,57,89,146,7,8,15,50,100,14,1,1,1,0,0
Metropolitan Community College Area,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,35,14,1,0,0,0,0
Metropolitan Community College-Kansas City,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,32,11,1,0,0,0,0
Metropolitan Learning Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,15,0,-2,-2,-2,-2
Metropolitan State University,1,1,-2,A,1,1,1,172,377,549,312,575,887,48,86,134,66,47,15,0,1,1,1,1
Metropolitan State University of Denver,1,1,-2,A,1,1,1,4017,6020,10037,4899,7146,12045,942,1103,2045,61,48,18,0,1,1,0,0
MGH Institute of Health Professions,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0,1,1,1,1
Miami Ad School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,0,0,0
Miami Ad School-Atlanta,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0,0,0,0,0
Miami Ad School-New York,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,0,0,0,0,0
Miami Ad School-San Francisco,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,0,0,0,0,0
Miami Dade College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,19,1,1,0,0,0
Miami International University of Art & Design-Art Institute Dallas,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,39,17,1,1,1,0,0
Miami Lakes Educational Center and Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,83,15,0,0,0,0,0
Miami Media School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,85,45,10,1,0,0,0,0
Miami Regional University,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,70,20,1,1,1,0,1
Miami University-Hamilton,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,36,15,1,1,1,0,0
Miami University-Middletown,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,39,21,1,1,1,0,0
Miami University-Oxford,1,1,-2,A,1,1,1,11136,13548,24684,12316,14528,26844,1825,1999,3824,88,0,16,1,1,1,1,0
Miami Valley Career Technology Center,1,2,-2,A,2,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,45,5,0,-2,-2,-2,-2
MIAT College of Technology,1,1,-2,A,1,1,1,450,29,479,555,34,589,362,13,375,69,45,22,1,0,0,0,0
Michael's Barber & Hair Stylist Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,100,25,0,-2,-2,-2,-2
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,86,10,0,-2,-2,-2,-2
Michigan Career and Technical Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,84,45,5,0,-2,-2,-2,-2
Michigan College of Beauty-Monroe,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,73,16,0,-2,-2,-2,-2
Michigan College of Beauty-Troy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,86,76,16,0,-2,-2,-2,-2
Michigan School of Psychology,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Michigan State University,1,1,-2,A,1,1,1,16136,18526,34663,21668,23756,45426,3861,4528,8389,91,44,16,0,1,1,1,1
Michigan State University-College of Law,1,3,-1,C,1,3,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,,-1,-1,-1,-1
Michigan Technological University,1,1,-2,A,1,1,1,3346,1914,5260,4700,2776,7476,844,357,1201,86,0,13,1,1,1,1,0
Mid Cities Barber College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,45,15,0,-2,-2,-2,-2
Mid Michigan College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,50,23,1,0,0,0,0
Mid-America Christian University,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,50,13,1,1,1,0,0
Mid-America College of Funeral Service,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,90,45,11,1,1,0,0,0
Mid-America Technology Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,70,9,0,-2,-2,-2,-2
Mid-Atlantic Christian University,1,1,-2,A,1,1,1,54,40,94,128,90,218,21,14,35,48,45,10,1,1,0,0,0
Mid-Del Technology Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,79,62,6,0,-2,-2,-2,-2
Mid-EastCTC-Adult Education,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,76,45,4,0,-2,-2,-2,-2
Mid-Plains Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,37,11,1,0,0,0,0
Mid-South Christian College,1,1,-2,A,1,1,1,1,3,4,1,3,4,1,1,2,100,45,3,1,1,0,0,0
Mid-State Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,50,12,1,0,0,0,0
MidAmerica Nazarene University,1,1,-2,A,1,1,1,440,225,665,698,345,1043,132,77,209,60,45,10,1,1,1,0,0
Middle Georgia State University,1,1,-2,A,1,1,1,1421,1794,3215,1438,1799,3237,717,731,1448,59,44,19,1,1,1,0,0
Middle Tennessee School of Anesthesia Inc,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,0,0,1
Middle Tennessee State University,1,1,-2,A,1,1,1,3836,4732,8568,4110,4986,9096,1514,1579,3093,79,67,17,0,1,1,1,0
Middlebury College,1,1,-2,A,1,1,1,909,1113,2022,4098,5076,9174,281,321,602,89,45,8,0,1,1,1,0
Middlebury Institute of International Studies at Monterey,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,1,0,1,1,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,38,17,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,38,17,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,38,17,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,38,17,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,36,13,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,36,13,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,36,13,1,0,0,0,0
Middlesex Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,36,13,1,0,0,0,0
Middlesex County College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,45,21,1,0,0,0,0
Midfield Institute of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,14,0,-2,-2,-2,-2
Midland College,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,13,1,1,0,0,0
Midland University,1,1,-2,A,1,1,1,529,470,999,1059,874,1967,182,188,370,68,45,17,0,1,1,0,0
Midlands Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,34,19,1,0,0,0,0
Midway Paris Beauty School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,100,16,0,-2,-2,-2,-2
Midway University,1,1,-2,A,1,1,1,291,471,762,386,657,1043,103,122,225,67,100,15,1,1,1,0,0
Midwest Barber College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,45,10,0,-2,-2,-2,-2
Midwest College of Oriental Medicine-Evanston,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0,0,1,0,0
Midwest College of Oriental Medicine-Racine,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,0,0,1,0,0
Midwest Institute,1,1,-2,A,1,1,1,8,100,108,14,127,141,7,82,89,85,45,9,1,0,0,0,0
Midwest Technical Institute-East Peoria,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,93,22,0,-2,-2,-2,-2
Midwest Technical Institute-Moline,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,21,0,0,0,0,0
Midwest Technical Institute-Ridgeland,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,84,88,20,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,100,18,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,100,18,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,100,18,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,100,18,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,96,19,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,96,19,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,96,19,0,-2,-2,-2,-2
Midwest Technical Institute-Springfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,96,19,0,-2,-2,-2,-2
Midwestern Baptist Theological Seminary,1,1,-2,A,1,1,1,142,84,226,148,85,233,121,81,202,47,11,16,1,1,1,1,1
Midwestern Career College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,45,26,1,0,0,0,0
Midwestern State University,1,1,-2,A,1,1,1,1032,1822,2856,1415,2608,4025,312,488,800,66,57,17,0,1,1,1,0
Midwestern University-Downers Grove,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Midwestern University-Glendale,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Midwives College of Utah,1,1,-2,A,1,1,1,589,7,7,0,7,7,814,5,5,67,45,5,1,1,1,0,0
Milan Institute-Boise,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,-2,-2,-2,-2
Mifflin County Academy of Science and Technology,1,1,-2,A,1,1,1,589,20,20,0,20,20,814,10,10,90,45,15,0,-2,-2,-2,-2
Milan Institute of Cosmetology,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,29,45,11,0,-2,-2,-2,-2
Milan Institute of Cosmetology-El Paso,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,24,0,-2,-2,-2,-2
Milan Institute of Cosmetology-Fairfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,76,45,16,0,-2,-2,-2,-2
Milan Institute of Cosmetology-La Quinta,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,79,45,14,0,-2,-2,-2,-2
Milan Institute of Cosmetology-Reno,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,16,0,-2,-2,-2,-2
Milan Institute of Cosmetology-San Antonio Military,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,17,0,-2,-2,-2,-2
Milan Institute-Amarillo,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,16,0,-2,-2,-2,-2
Milan Institute-Bakersfield,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,16,0,-2,-2,-2,-2
Milan Institute-Bakersfield West,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,45,5,0,-2,-2,-2,-2
Milan Institute-Fresno,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,45,21,0,-2,-2,-2,-2
Milan Institute-Las Vegas,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0,-2,-2,-2,-2
Milan Institute-Merced,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,45,16,0,-2,-2,-2,-2
Milan Institute-Palm Desert,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,0,-2,-2,-2,-2
Milan Institute-San Antonio Ingram,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,25,0,-2,-2,-2,-2
Milan Institute-Sparks,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,0,-2,-2,-2,-2
Milan Institute-Visalia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,14,0,-2,-2,-2,-2
Mildred Elley School-Albany Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,53,45,15,1,0,0,0,0
Mildred Elley-New York Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,42,45,39,1,0,0,0,0
Mildred Elley-Pittsfield Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,53,45,17,0,-2,-2,-2,-2
Miles College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,29,15,0,1,0,0,0
Miles Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,50,12,1,0,0,0,0
Millennia Atlantic University,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,100,23,1,1,1,0,0
Millennium Training Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,0,-2,-2,-2,-2
Millersville University of Pennsylvania,1,1,-2,A,1,1,1,2286,3109,5395,2810,3571,6381,500,660,1160,75,9,19,1,1,1,0,1
Milligan University,1,1,-2,A,1,1,1,250,264,514,254,264,518,122,76,198,82,45,9,0,1,1,1,0
Millikin University,1,1,-2,A,1,1,1,907,1273,2185,1402,1663,3071,179,208,387,70,0,10,0,1,1,0,1
Mills College,1,1,-2,A,1,1,1,1,750,751,2,822,824,0,130,130,62,45,8,0,1,1,1,0
Millsaps College,1,1,-2,A,1,1,1,804,1148,1952,1187,1609,2796,87,81,168,70,45,9,0,1,1,0,0
Milwaukee Area Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,37,11,1,0,0,0,0
Milwaukee Career College,1,1,-2,A,1,1,1,10,184,194,12,229,241,6,51,57,65,45,19,1,0,0,0,0
Milwaukee Institute of Art & Design,1,1,-2,A,1,1,1,201,696,897,349,1099,1448,63,229,292,70,45,11,0,1,0,0,0
Morningside College,1,1,-2,A,1,1,1,1021,1303,2324,1465,1922,3388,194,164,358,69,45,13,0,1,1,0,0
Milwaukee School of Engineering,1,1,-2,A,1,1,1,1742,697,2439,2814,1245,4059,407,166,573,80,0,14,0,1,1,0,0
Mind Body Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0,-2,-2,-2,-2
Mineral Area College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,47,18,1,0,0,0,0
Mineral County Vocational Technical Center,1,2,-2,A,2,1,1,589,-347,3247,0,0,0,814,17,1515,82,45,9,0,-2,-2,-2,-2
Mingo Extended Learning Center,1,1,-2,A,1,1,1,5,20,25,8,37,45,1,1,2,82,45,9,0,-2,-2,-2,-2
Minneapolis College of Art and Design,1,1,-2,A,1,1,1,106,274,380,198,497,695,50,104,154,68,45,9,0,1,1,0,0
Minneapolis Community and Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,45,24,1,0,0,0,0
Minnesota School of Cosmetology-Plymouth Campus,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,-2,-2,-2,-2
Minnesota School of Cosmetology-Woodbury Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,57,9,0,-2,-2,-2,-2
Minnesota State College Southeast,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,56,27,19,1,0,0,0,0
Minnesota State Colleges and Universities System Office,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,1,1
Minnesota State Community and Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,47,24,1,0,0,0,0
Minnesota State University Moorhead,1,1,-2,A,1,1,1,866,1570,2436,1568,2120,3688,248,484,732,70,63,18,1,1,1,1,0
Minnesota State University-Mankato,1,1,-2,A,1,1,1,2848,4154,7002,4389,6022,10411,945,1339,2284,79,57,22,1,1,1,1,0
Minnesota West Community and Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,37,20,1,0,0,0,0
Minot State University,1,1,-2,A,1,1,1,250,330,580,315,435,750,167,229,396,71,33,11,1,1,1,0,0
MiraCosta College,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,21,1,1,0,0,0
Mirrer Yeshiva Cent Institute,1,1,-2,A,1,1,1,50,-347,50,58,0,58,43,17,43,96,45,8,1,1,1,1,0
Misericordia University,1,1,-2,A,1,1,1,648,932,1580,766,1131,1897,130,224,354,84,50,10,0,1,1,0,1
Missio Theological Seminary,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Morris College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,45,12,0,1,0,0,0
Mission Beauty Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,40,6,0,-2,-2,-2,-2
Mission College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,73,39,19,1,0,0,0,0
Mississippi College,1,1,-2,A,1,1,1,280,456,736,852,1707,2559,173,250,423,80,14,15,0,1,1,1,1
Mississippi College of Beauty Culture,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,45,17,0,-2,-2,-2,-2
Mississippi Community College Board,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Mountain State College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,45,12,1,0,0,0,0
Mississippi Delta Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,57,56,18,1,0,0,0,0
Mississippi Gulf Coast Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,22,21,1,0,0,0,0
Mississippi Institute of Aesthetics Nails & Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,12,0,-2,-2,-2,-2
Mississippi State University,1,1,-2,A,1,1,1,5594,7314,12908,6895,9232,16127,1542,1681,3223,85,67,16,0,1,1,1,1
Mississippi University for Women,1,1,-2,A,1,1,1,82,429,511,83,433,516,38,152,190,79,40,12,1,1,1,0,1
Mississippi Valley State University,1,1,-2,A,1,1,1,1032,1740,2772,1200,2151,3351,122,124,246,62,13,13,0,1,1,0,0
Missouri Baptist University,1,1,-2,A,1,1,1,254,242,496,416,349,765,130,119,249,69,100,18,1,1,1,1,0
Missouri College of Cosmetology North,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,45,7,0,-2,-2,-2,-2
Missouri Southern State University,1,1,-2,A,1,1,1,782,1218,2000,801,1233,2034,301,409,710,67,36,17,1,1,1,0,0
Missouri State University-Springfield,1,1,-2,A,1,1,1,2906,5397,8303,3410,6181,9591,985,1664,2649,79,26,20,0,1,1,0,1
Missouri State University-West Plains,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,29,13,1,0,0,0,0
Missouri University of Science and Technology,1,1,-2,A,1,1,1,3171,1332,4503,3778,1750,5528,865,246,1111,85,60,19,0,1,1,1,0
Missouri Valley College,1,1,-2,A,1,1,1,1117,685,1802,1775,1123,2898,258,150,408,52,0,14,1,1,1,0,0
Missouri Western State University,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,21,16,1,1,1,0,0
Mitchell College,1,1,-2,A,1,1,1,456,514,970,622,685,1307,59,46,105,70,45,14,1,1,0,0,0
