institution,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff
Glenville State College,9,21,20,0,9,WV,1,1,2,2,33,2,14,35,36,15,32,72,0,0,18
Gnomon,0,0,0,1,0,CA,1,3,2,2,11,1,22,34,71,20,100,32,0,0,3
Goddard College,0,0,0,0,0,VT,1,2,2,2,42,1,38,38,38,20,38,18,0,6,3
Gods Bible School and College,4,2,9,4,0,OH,1,2,2,2,11,1,28,44,50,22,43,29,0,0,4
Golden Gate University-San Francisco,30,18,1,0,8,CA,1,2,2,2,11,2,22,34,71,20,50,122,0,0,46
Goldey-Beacom College,6,6,9,0,0,DE,1,2,2,2,21,2,41,51,51,21,51,42,0,0,2
Gonzaga University,133,142,148,0,22,WA,1,2,2,2,12,3,77,87,88,8,88,544,0,0,0
Good Samaritan College of Nursing and Health Science,3,9,8,6,4,OH,1,2,2,2,11,1,22,34,71,20,29,32,0,0,7
Goodwin University,4,23,45,13,0,CT,1,2,2,2,13,2,25,27,32,22,47,140,0,0,61
Gordon College,38,14,20,0,0,MA,1,2,2,2,21,2,65,71,72,20,72,127,0,0,72
Gordon State College,39,20,26,2,16,GA,1,1,2,2,32,2,5,17,21,49,16,125,0,0,12
Goucher College,22,35,31,9,1,MD,1,2,2,2,13,2,53,64,66,24,66,155,0,0,19
Governors State University,32,72,68,1,58,IL,1,1,2,2,41,2,12,21,24,42,24,347,0,0,68
Grace Christian University,6,6,7,0,0,MI,1,2,2,2,21,2,20,32,33,27,38,55,0,0,1
Grace College of Divinity,166,182,201,56,19,NC,1,2,2,2,12,1,0,0,100,20,90,10,0,0,6
Graduate Theological Union,2,4,1,0,1,CA,1,2,2,2,12,1,22,34,71,20,50,11,0,0,0
Grambling State University,31,27,39,3,7,LA,1,1,1,2,32,3,16,42,42,20,42,152,0,0,5
Grand Canyon University,15,55,84,296,9,AZ,1,3,2,2,11,5,39,45,47,20,47,2206,3,0,83
Grand Valley State University,311,329,205,7,0,MI,1,1,2,2,21,5,41,64,69,15,69,1243,0,0,25
Grand View University,24,18,36,8,0,IA,1,2,2,2,12,2,44,54,56,32,56,130,0,0,31
Granite State College,0,0,0,0,18,NH,1,1,2,2,31,2,3,6,15,25,15,65,0,0,13
Grantham University,1,6,11,2,0,KS,1,3,2,2,13,3,13,16,17,20,22,103,0,0,126
Gratz College,4,0,0,0,0,PA,1,2,2,2,21,1,22,34,71,20,50,11,1,0,1
Grays Harbor College,0,0,57,0,0,WA,1,1,2,2,41,2,22,34,71,15,33,72,0,0,5
Grayson College,110,0,0,0,0,TX,1,1,2,2,41,2,22,34,71,10,23,129,3,7,93
Great Basin College,36,0,0,34,0,NV,1,1,2,2,33,2,13,13,19,13,43,121,0,0,41
Great Lakes Christian College,9,0,0,0,0,MI,1,2,2,2,21,1,10,14,14,20,14,17,0,0,5
Green River College,0,0,0,169,0,WA,1,1,2,2,13,3,22,34,71,16,38,235,0,0,9
Greensboro College,20,11,11,4,0,NC,1,2,2,2,11,1,24,31,34,49,34,67,0,0,13
Greenville Technical College,0,0,0,0,0,SC,1,1,2,2,13,4,22,34,71,21,12,495,0,0,31
Greenville University,8,11,26,5,0,IL,1,2,2,2,32,1,42,47,50,1,50,110,0,0,7
Grinnell College,53,64,68,4,13,IA,1,2,2,2,33,2,81,86,87,20,87,212,5,0,42
Grove City College,166,182,201,56,19,PA,1,2,2,2,32,2,80,83,83,9,83,-149,-5,74,60
Guidance College,166,182,201,56,19,TX,1,2,2,2,21,-1,22,34,71,20,50,-149,-5,74,60
Guilford College,36,28,6,16,0,NC,1,2,2,2,11,2,38,47,49,20,49,108,0,0,29
Gulf Coast State College,25,27,25,8,0,FL,1,1,2,2,13,2,22,34,71,11,40,171,0,0,4
Gurnick Academy of Medical Arts,0,0,0,85,0,CA,1,3,2,2,12,2,22,34,71,20,61,133,0,0,51
Gustavus Adolphus College,49,67,57,10,0,MN,1,2,2,2,31,2,75,78,78,20,78,195,0,0,5
Gwynedd Mercy University,8,17,47,19,0,PA,1,2,2,2,21,2,49,53,61,20,57,195,0,0,37
Hackensack Meridian School of Medicine,5,2,3,0,0,NJ,1,2,2,2,21,1,22,34,71,20,50,226,0,0,53
Hallmark University,0,0,0,35,0,TX,1,2,2,2,11,1,48,48,48,20,55,62,0,0,9
Hamilton College,75,38,45,2,0,NY,1,2,2,2,22,2,86,90,91,7,91,220,0,0,32
Hamilton Technical College,166,182,201,56,19,IA,1,3,2,2,12,1,22,34,71,20,70,9,0,0,0
Hamline University,55,34,21,3,15,MN,1,2,2,2,11,2,55,63,65,20,65,205,0,0,55
Hampden-Sydney College,32,28,22,0,19,VA,1,2,2,2,42,1,62,70,71,10,71,104,0,0,0
Hampshire College,15,12,14,0,7,MA,1,2,2,2,21,1,59,65,66,20,66,51,0,0,34
Hampton University,33,46,96,9,1,VA,1,2,1,2,12,2,44,57,60,29,57,230,0,0,59
Hannibal-LaGrange University,9,6,22,12,0,MO,1,2,2,2,33,1,35,40,40,42,43,62,0,0,0
Hanover College,47,17,22,3,0,IN,1,2,2,2,32,2,71,72,72,20,72,91,0,0,32
Hardin-Simmons University,49,24,27,4,0,TX,1,2,2,2,12,2,43,55,55,37,55,130,0,0,10
Harding University,63,111,94,28,7,AR,1,2,2,2,32,2,50,70,72,20,72,342,0,0,84
Harris-Stowe State University,3,18,14,5,0,MO,1,1,1,2,11,2,2,8,12,20,12,91,0,0,29
Harrisburg University of Science and Technology,12,22,45,26,0,PA,1,2,2,2,13,2,17,24,25,3,25,202,9,1,48
Hartford Seminary,2,3,0,0,0,CT,1,2,2,2,12,1,22,34,71,20,50,7,0,0,4
Hartwick College,36,21,46,0,0,NY,1,2,2,2,33,2,54,57,58,32,58,127,0,0,37
Harvard University,1182,185,260,195,298,MA,1,2,2,2,12,5,86,96,98,0,98,2232,2248,0,664
Harvey Mudd College,53,21,22,3,0,CA,1,2,2,2,21,1,84,91,93,6,93,105,0,0,29
Haskell Indian Nations University,0,0,0,0,0,KS,1,1,2,1,13,1,22,34,71,34,43,32,4,0,1
Hastings College,22,10,26,3,0,NE,1,2,2,2,32,1,51,60,60,20,60,69,0,0,21
Haven University,166,182,201,56,19,CA,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0
Haverford College,45,40,71,5,4,PA,1,2,2,2,21,2,85,92,93,3,93,172,6,0,28
Hawaii Pacific University,19,46,50,13,18,HI,1,2,2,2,11,2,31,43,46,34,46,194,15,0,53
Hazelden Betty Ford Graduate School of Addiction Studies,166,182,201,56,19,MN,1,2,2,2,41,1,22,34,71,20,50,4,0,0,4
HCI College,0,0,0,19,0,FL,1,3,2,2,21,1,22,34,71,20,50,68,0,0,9
Hebrew College,2,0,3,4,0,MA,1,2,2,2,13,1,22,34,71,20,50,19,0,0,4
Hebrew Theological College,1,3,10,0,0,IL,1,2,2,2,13,1,5,7,7,40,7,21,0,0,0
Hebrew Union College-Jewish Institute of Religion,20,4,15,0,0,NY,1,2,2,2,11,1,22,34,71,20,50,72,0,0,3
Heidelberg University,13,9,36,4,0,OH,1,2,2,2,32,2,46,51,52,24,52,77,9,0,2
Helene Fuld College of Nursing,0,4,12,0,0,NY,1,2,2,2,11,1,22,34,71,20,50,29,0,0,7
Hellenic College-Holy Cross Greek Orthodox School of Theology,13,0,0,0,0,MA,1,2,2,2,21,1,62,62,62,38,62,17,0,0,6
Henderson State University,54,37,60,24,3,AR,1,1,2,2,32,2,23,31,34,21,34,192,0,0,7
Hendrix College,50,18,20,10,0,AR,1,2,2,2,13,2,59,65,65,20,65,108,0,0,8
Henry Ford College,0,0,0,164,0,MI,1,1,2,2,13,4,22,34,71,37,10,309,0,0,39
Heritage Bible College,166,182,201,56,19,NC,1,2,2,2,41,1,0,0,0,20,0,8,0,0,1
Heritage Christian University,0,0,0,0,0,AL,1,2,2,2,13,1,0,14,14,20,14,6,1,0,0
Heritage University,6,27,19,5,0,WA,1,2,2,2,41,1,23,41,42,30,41,129,0,0,7
Herzing University-Akron,0,4,5,0,0,OH,1,2,2,2,21,1,22,34,71,20,33,15,0,0,8
Herzing University-Atlanta,3,2,6,0,0,GA,1,2,2,2,11,1,19,24,24,20,18,22,0,0,10
Herzing University-Birmingham,1,0,6,8,0,AL,1,2,2,2,21,1,0,0,0,20,22,19,0,0,9
Herzing University-Brookfield,2,4,4,4,0,WI,1,2,2,2,21,1,50,50,50,20,73,19,0,0,6
Herzing University-Kenosha,3,1,10,2,0,WI,1,2,2,2,22,1,43,50,50,20,50,22,0,0,13
Herzing University-Madison,17,7,20,0,0,WI,1,2,2,2,11,2,32,34,34,20,42,163,0,0,206
Herzing University-Minneapolis,0,3,12,3,0,MN,1,2,2,2,21,1,56,56,56,20,65,34,0,0,7
Herzing University-New Orleans,2,2,1,1,0,LA,1,2,2,2,12,1,33,33,33,20,31,7,0,0,6
Herzing University-Orlando,1,4,12,1,0,FL,1,2,2,2,21,1,0,0,0,20,25,23,0,0,14
Hesston College,0,0,0,31,0,KS,1,2,2,2,32,1,22,34,71,24,63,40,0,0,2
High Point University,31,93,141,33,0,NC,1,2,2,2,12,3,65,68,68,20,69,333,0,0,12
High Tech High Graduate School of Education,166,182,201,56,19,CA,1,2,2,2,11,1,22,34,71,20,50,10,16,11,3
Highline College,0,0,0,0,0,WA,1,1,2,2,21,3,22,34,71,16,38,217,0,0,18
Hilbert College,9,12,19,1,0,NY,1,2,2,2,21,1,54,56,56,27,57,58,0,0,12
Hillsdale College,48,37,33,1,1,MI,1,2,2,2,32,2,78,87,88,6,88,171,0,0,68
Hiram College,9,30,18,8,0,OH,1,2,2,2,31,2,41,49,50,20,50,76,0,0,16
Hobart William Smith Colleges,49,89,46,4,0,NY,1,2,2,2,32,2,72,76,77,20,77,203,1,10,14
Hobe Sound Bible College,9,0,0,0,0,FL,1,2,2,2,21,1,75,75,75,20,57,11,0,0,2
Hodges University,0,0,0,0,0,FL,1,2,2,2,13,1,14,19,19,31,28,58,0,0,25
Hofstra University,214,163,113,2,0,NY,1,2,2,2,21,4,55,63,65,26,65,716,0,0,67
Hollins University,21,24,32,2,2,VA,1,2,2,2,22,1,59,60,62,20,62,98,0,0,14
Holy Apostles College and Seminary,3,1,1,5,0,CT,1,2,2,2,21,1,33,33,33,20,100,14,0,0,0
Holy Cross College,2,7,7,5,1,IN,1,2,2,2,21,1,36,38,40,32,55,36,0,0,2
Holy Family College,166,182,201,56,19,WI,1,2,2,2,32,-2,22,34,71,20,50,-149,-5,74,60
Holy Family University,17,17,32,10,0,PA,1,2,2,2,11,2,48,55,57,13,57,169,0,0,41
Holy Names University,6,12,20,2,0,CA,1,2,2,2,11,2,27,36,39,2,39,88,1,0,31
Homestead Schools,166,182,201,56,19,CA,1,2,2,2,12,1,22,34,71,20,87,6,0,0,0
Hood College,23,33,35,1,0,MD,1,2,2,2,13,2,50,58,61,10,61,142,0,0,12
Hope College,70,68,88,0,0,MI,1,2,2,2,13,2,66,73,76,20,76,260,8,0,48
Hope International University,6,18,11,0,0,CA,1,2,2,2,21,2,21,42,49,20,49,100,0,0,4
Horizon University,166,182,201,56,19,IN,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0
Houghton College,23,11,29,0,0,NY,1,2,2,2,43,1,56,62,65,23,65,82,0,0,6
Houston Baptist University,35,37,58,1,0,TX,1,2,2,2,11,2,33,45,47,41,47,178,0,0,47
Houston Graduate School of Theology,166,182,201,56,19,TX,1,2,2,2,11,1,22,34,71,20,50,7,0,0,1
Howard Payne University,20,14,17,7,0,TX,1,2,2,2,33,2,26,38,40,20,40,73,0,0,1
Howard University,232,298,234,61,104,DC,1,2,1,2,11,4,52,62,64,25,64,1008,118,47,77
Hult International Business School,31,0,0,0,0,MA,1,2,2,2,12,2,22,34,71,20,50,60,0,0,60
Humboldt State University,102,61,64,0,54,CA,1,1,2,2,33,3,22,43,49,6,49,349,0,0,16
Humphreys University-Stockton and Modesto Campuses,3,0,3,2,0,CA,1,2,2,2,11,1,60,73,80,37,57,40,0,0,8
Huntingdon College,18,7,20,7,0,AL,1,2,2,2,12,1,33,41,42,20,42,58,0,0,18
Huntington University,21,16,27,6,0,IN,1,2,2,2,32,2,58,64,65,19,65,98,0,0,6
Huntington University of Health Sciences,166,182,201,56,19,TN,1,3,2,2,21,1,22,34,71,20,50,8,0,0,0
Huntsville Bible College,166,182,201,56,19,AL,1,2,2,2,12,1,22,34,71,20,50,10,0,1,4
Hussian College-Daymar College Bowling Green,166,182,201,56,19,KY,1,3,2,2,13,1,60,60,60,20,60,4,0,0,3
Hussian College-Daymar College Clarksville,0,0,0,11,0,TN,1,3,2,2,12,1,50,75,75,6,65,25,0,0,5
Hussian College-Daymar College Murfreesboro,166,182,201,56,19,TN,1,3,2,2,12,1,22,34,71,20,55,6,0,0,3
Hussian College-Daymar College Nashville,166,182,201,56,19,TN,1,3,2,2,11,1,22,34,71,20,50,4,0,0,2
Hussian College-Los Angeles,0,0,0,7,0,CA,1,3,2,2,11,1,40,45,45,20,45,19,0,0,1
Hussian College-Philadelphia,166,182,201,56,19,PA,1,3,2,2,11,1,82,91,91,20,91,5,0,0,2
Husson University,16,38,53,32,0,ME,1,2,2,2,13,2,36,53,58,5,58,237,2,0,23
Huston-Tillotson University,10,13,15,3,3,TX,1,2,1,2,11,2,21,28,31,20,31,59,0,0,1
Icahn School of Medicine at Mount Sinai,470,584,1990,371,0,NY,1,2,2,2,11,2,22,34,71,20,50,3773,0,0,15
Idaho College of Osteopathic Medicine,1,11,19,1,0,ID,1,3,2,2,21,1,22,34,71,20,50,32,0,0,9
Idaho State University,127,136,190,86,67,ID,1,1,2,2,13,4,16,27,33,19,34,657,3,0,137
IGlobal University,166,182,201,56,19,VA,1,3,2,2,21,1,7,93,93,7,93,12,0,0,2
Iliff School of Theology,9,3,2,0,0,CO,1,2,2,2,11,1,22,34,71,20,50,18,0,0,0
Ilisagvik College,0,2,9,2,0,AK,1,1,2,1,41,1,22,34,71,35,35,18,0,0,14
Illinois College,19,19,30,10,0,IL,1,2,2,2,32,2,63,67,68,20,68,86,0,0,40
Illinois College of Optometry,5,26,15,2,0,IL,1,2,2,2,11,1,22,34,71,20,50,58,1,12,0
Illinois Institute of Technology,151,100,67,11,51,IL,1,2,2,2,11,3,38,65,72,20,72,387,0,0,154
Illinois State University,257,228,203,0,227,IL,1,1,2,2,22,5,50,66,68,20,68,1008,0,0,505
Illinois Wesleyan University,44,48,22,5,0,IL,1,2,2,2,13,2,78,81,82,4,82,144,0,0,35
Immaculata University,26,11,20,11,0,PA,1,2,2,2,21,2,55,69,70,23,70,120,0,0,19
Independence University,0,0,0,0,0,UT,1,2,2,2,21,4,12,12,12,0,14,350,0,0,230
Indian Bible College,166,182,201,56,19,AZ,1,2,2,2,13,1,0,0,0,20,100,2,0,0,2
Indian River State College,35,45,46,0,0,FL,1,1,2,2,21,4,22,34,71,10,43,359,0,3,60
Indiana Institute of Technology,6,30,29,0,3,IN,1,2,2,2,11,2,27,36,38,4,38,215,0,0,85
Indiana Institute of Technology-College of Professional Studies,166,182,201,56,19,IN,1,2,2,2,11,2,4,5,10,4,12,-149,-5,74,60
Indiana State University,134,98,104,110,11,IN,1,1,2,2,13,4,30,39,41,20,41,510,0,0,70
Indiana University of Pennsylvania-Main Campus,198,160,68,36,0,PA,1,1,2,2,32,4,41,52,54,27,54,546,16,0,0
Indiana University-Bloomington,703,524,392,0,462,IN,1,1,2,2,13,5,69,78,80,11,80,2195,502,0,10
Indiana University-East,8,30,43,0,27,IN,1,1,2,2,41,2,33,42,45,25,45,161,0,0,2
Indiana University-Kokomo,9,29,43,0,44,IN,1,1,2,2,13,2,27,40,43,25,43,161,0,0,0
Indiana University-Northwest,26,44,50,0,18,IN,1,1,2,2,13,2,15,27,32,29,32,199,2,0,0
Indiana University-Purdue University-Indianapolis,536,633,1141,0,326,IN,1,1,2,2,11,5,33,48,53,22,52,3057,585,0,10
Indiana University-South Bend,54,72,56,0,52,IN,1,1,2,2,12,2,15,32,38,20,38,293,0,0,0
Indiana University-Southeast,43,58,44,0,46,IN,1,1,2,2,21,2,21,31,36,25,36,254,0,0,1
Indiana Wesleyan University-Marion,81,82,118,2,0,IN,1,2,2,2,32,2,61,70,71,20,72,305,0,0,11
Indiana Wesleyan University-National & Global,166,182,201,56,19,IN,1,2,2,2,41,4,22,34,71,20,38,306,0,0,11
Institute for Clinical Social Work,166,182,201,56,19,IL,1,2,2,2,11,1,22,34,71,20,50,20,0,0,1
Institute for Doctoral Studies in the Visual Arts,166,182,201,56,19,ME,1,2,2,2,13,1,22,34,71,20,50,2,0,0,0
Institute of American Indian and Alaska Native Culture and Arts Development,0,5,22,0,0,NM,1,1,2,1,41,1,20,50,50,7,33,45,0,0,8
Institute of Buddhist Studies,166,182,201,56,19,CA,1,2,2,2,12,1,22,34,71,20,50,7,0,0,1
Institute of Clinical Acupuncture & Oriental Med,166,182,201,56,19,HI,1,3,2,2,11,1,22,34,71,20,50,6,0,0,0
Institute of Lutheran Theology,166,182,201,56,19,SD,1,2,2,2,33,-1,22,34,71,20,50,-149,-5,74,60
Institute of Production and Recording,0,0,0,0,0,MN,1,3,2,2,11,1,22,34,71,20,65,14,0,0,8
Institute of Taoist Education and Acupuncture,166,182,201,56,19,CO,1,2,2,2,23,1,22,34,71,20,50,1,0,0,1
Interior Designers Institute,166,182,201,56,19,CA,1,3,2,2,13,1,50,50,50,20,50,8,0,0,4
International Institute for Restorative Practices,1,1,2,0,2,PA,1,2,2,2,13,1,22,34,71,20,50,6,0,0,2
International Sports Sciences Association,0,0,0,0,0,CA,1,3,2,2,22,1,22,34,71,20,0,6,0,0,6
International Technological University,9,0,0,0,0,CA,1,2,2,2,12,1,22,34,71,20,50,15,1,0,4
Iona College,41,52,52,2,16,NY,1,2,2,2,21,2,53,59,60,20,60,202,0,0,54
Iowa State University,563,504,439,0,13,IA,1,1,2,2,13,5,50,72,75,17,75,1612,533,179,76
Iowa Wesleyan University,7,8,19,3,0,IA,1,2,2,2,33,1,23,30,30,55,30,55,0,0,9
Irell & Manella Graduate School of Biological Sciences at City of Hope,166,182,201,56,19,CA,1,2,2,2,21,1,22,34,71,20,50,0,0,0,0
Ithaca College,124,172,186,23,0,NY,1,2,2,2,23,3,73,77,78,20,78,555,0,0,5
Jackson College,25,13,11,13,0,MI,1,1,2,2,41,2,0,0,17,39,12,66,0,0,28
Jackson State University,84,84,86,68,5,MS,1,1,1,2,12,3,23,38,44,20,44,401,0,0,5
Jacksonville State University,92,66,106,84,0,AL,1,1,2,2,23,3,22,38,46,30,46,381,0,0,34
Jacksonville University,65,52,95,22,0,FL,1,2,2,2,11,2,41,50,51,31,51,282,0,0,31
James Madison University,374,292,240,154,0,VA,1,1,2,2,13,5,68,81,82,20,82,1146,0,0,53
Jamestown Business College,166,182,201,56,19,NY,1,3,2,2,32,1,22,34,71,20,53,6,0,0,0
Jarvis Christian College,5,5,30,1,0,TX,1,2,1,2,42,1,9,13,16,20,17,57,0,0,42
Jewish Theological Seminary of America,17,6,7,0,2,NY,1,2,2,2,11,1,68,89,89,3,89,42,0,0,11
John Brown University,19,31,25,4,0,AR,1,2,2,2,32,2,56,64,64,22,64,105,0,0,19
John Carroll University,59,69,43,2,0,OH,1,2,2,2,21,2,67,74,75,20,75,232,0,0,23
John F. Kennedy University,166,182,201,56,19,CA,1,2,2,2,21,2,22,34,71,20,50,-149,-5,74,60
John Patrick University of Health and Applied Sciences,166,182,201,56,19,IN,1,3,2,2,12,1,22,34,71,20,50,19,0,0,5
John Paul the Great Catholic University,9,0,0,0,0,CA,1,2,2,2,21,1,53,56,56,20,56,14,0,0,1
Johns Hopkins University,1141,825,1359,205,283,MD,1,2,2,2,11,5,89,93,94,2,94,3878,1008,121,741
Johnson & Wales University-Charlotte,20,38,18,1,3,NC,1,2,2,2,11,2,44,48,48,0,57,89,0,0,5
Johnson & Wales University-Denver,6,21,8,3,2,CO,1,2,2,2,11,1,46,51,53,20,59,56,0,0,1
Johnson & Wales University-North Miami,11,16,8,7,0,FL,1,2,2,2,21,1,45,49,50,20,55,58,0,0,1
Johnson & Wales University-Online,1,0,0,0,1,RI,1,2,2,2,12,2,22,34,71,20,50,95,0,0,46
Johnson & Wales University-Providence,60,138,44,13,5,RI,1,2,2,2,12,3,53,59,60,4,64,331,0,0,25
Johnson C Smith University,13,24,39,9,0,NC,1,2,1,2,11,2,29,41,44,9,44,107,0,0,11
Johnson University,26,9,5,1,0,TN,1,2,2,2,41,2,54,65,65,31,63,63,0,0,12
Johnson University Florida,5,5,2,1,0,FL,1,2,2,2,21,1,31,40,40,29,40,17,0,0,6
Jose Maria Vargas University,166,182,201,56,19,FL,1,3,2,2,21,1,22,34,71,20,50,7,0,0,0
Judson College,2,6,14,1,0,AL,1,2,2,2,43,1,41,48,48,13,48,36,0,0,6
Judson University,21,9,19,0,0,IL,1,2,2,2,12,2,53,59,61,28,61,110,1,0,39
Jung Tao School of Classical Chinese Medicine,166,182,201,56,19,NC,1,2,2,2,42,1,22,34,71,20,50,3,0,0,0
Juniata College,55,23,18,5,0,PA,1,2,2,2,32,2,70,74,74,13,74,115,0,0,13
Kalamazoo College,38,29,26,21,0,MI,1,2,2,2,13,2,72,76,79,20,79,122,0,0,5
Kansas Christian College,1,4,0,0,0,KS,1,2,2,2,12,1,22,34,71,100,0,9,0,0,8
Kansas City Art Institute,18,20,19,0,0,MO,1,2,2,2,11,1,46,55,57,19,57,75,0,0,11
Kansas City University of Medicine and Biosciences,8,13,25,0,0,MO,1,2,2,2,11,2,22,34,71,20,50,42,6,0,47
Kansas City University of Medicine and Biosciences-Joplin,166,182,201,56,19,MO,1,2,2,2,13,1,22,34,71,20,50,16,2,0,17
Kansas State University,285,311,192,155,53,KS,1,1,2,2,13,5,40,63,68,1,68,1047,221,85,159
Kansas Wesleyan University,7,13,25,2,0,KS,1,2,2,2,33,1,39,46,47,43,47,58,0,0,0
Kean University,47,63,89,0,128,NJ,1,1,2,2,21,4,26,43,50,30,50,652,0,0,4
Keck Graduate Institute,24,11,17,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,64,13,0,19
Keene State College,73,55,39,0,3,NH,1,1,2,2,32,2,53,59,60,20,60,228,1,0,30
Kehilath Yakov Rabbinical Seminary,166,182,201,56,19,NY,1,2,2,2,41,1,0,60,60,40,60,11,0,0,0
Keiser University-Ft Lauderdale,0,0,0,1247,0,FL,1,2,2,2,12,5,70,73,74,0,71,1443,0,0,0
Kennesaw State University,278,292,366,51,258,GA,1,1,2,2,21,5,18,38,47,28,47,1499,0,0,305
Kenrick Glennon Seminary,6,4,4,0,0,MO,1,2,2,2,21,1,63,63,63,38,63,19,0,0,1
Kent State University at Ashtabula,2,14,2,0,24,OH,1,1,2,2,32,2,9,11,12,3,26,61,0,0,6
Kent State University at East Liverpool,0,9,0,0,7,OH,1,1,2,2,31,2,5,10,10,3,19,24,0,0,1
Kent State University at Geauga,5,13,5,0,16,OH,1,1,2,2,41,2,3,4,4,8,16,63,0,0,8
Kent State University at Kent,236,338,219,137,0,OH,1,1,2,2,21,5,55,63,65,3,65,1166,0,0,116
Kent State University at Salem,3,6,9,0,19,OH,1,1,2,2,41,2,8,9,10,8,23,58,0,0,8
Kent State University at Stark,13,45,21,0,21,OH,1,1,2,2,21,2,13,20,22,5,31,145,0,0,9
Kent State University at Trumbull,8,17,5,0,13,OH,1,1,2,2,21,2,9,15,17,10,24,53,0,0,6
Kent State University at Tuscarawas,5,14,11,0,18,OH,1,1,2,2,32,2,8,12,13,4,31,73,0,0,5
Kentucky Christian University,3,7,17,0,0,KY,1,2,2,2,32,1,25,31,31,20,31,51,0,0,6
Kentucky Mountain Bible College,166,182,201,56,19,KY,1,2,2,2,42,1,20,20,40,8,38,5,0,0,0
Kentucky State University,27,37,47,6,0,KY,1,1,1,2,32,2,16,28,30,19,30,119,2,0,4
Kentucky Wesleyan College,2,13,25,1,0,KY,1,2,2,2,13,1,25,37,38,42,38,56,0,0,4
Kenyon College,70,51,71,12,0,OH,1,2,2,2,32,2,86,89,89,20,89,208,0,0,13
Keser Torah-Mayan Hatalmud,166,182,201,56,19,NJ,1,2,2,2,21,1,0,0,0,20,0,6,0,0,0
Kettering College,14,28,17,1,0,OH,1,2,2,2,13,1,31,37,39,20,42,69,0,0,0
Kettering University,33,35,21,0,20,MI,1,2,2,2,13,2,10,52,67,20,67,109,0,0,26
Keuka College,17,27,25,3,0,NY,1,2,2,2,32,2,6,6,53,20,53,104,0,0,19
Key College,166,182,201,56,19,FL,1,3,2,2,12,1,0,0,0,11,78,6,0,0,0
Keystone College,15,10,14,6,0,PA,1,2,2,2,21,2,30,40,42,20,45,95,0,0,9
King University,14,30,36,4,0,TN,1,2,2,2,13,2,42,50,51,31,50,99,0,0,16
King's College,53,56,34,6,0,PA,1,2,2,2,13,2,52,58,59,20,59,182,0,0,31
Knox College,31,38,28,8,0,IL,1,2,2,2,32,2,61,69,71,22,71,120,0,0,27
Kutztown University of Pennsylvania,119,113,92,22,0,PA,1,1,2,2,31,3,37,50,52,30,52,372,0,0,0
Kuyper College,6,2,1,1,0,MI,1,2,2,2,21,1,36,36,42,20,42,16,0,0,0
La Roche University,28,12,22,3,0,PA,1,2,2,2,21,2,45,56,58,22,59,101,0,0,19
La Salle University,36,81,70,9,0,PA,1,2,2,2,11,2,57,65,66,24,65,270,0,0,68
La Sierra University,26,35,23,2,7,CA,1,2,2,2,11,2,35,51,57,20,52,132,0,0,0
Laboure College,0,8,24,0,0,MA,1,2,2,2,21,2,22,34,71,20,0,74,0,0,14
Lac Courte Oreilles Ojibwe College,0,0,0,13,0,WI,1,1,2,1,42,1,22,34,71,20,7,19,0,3,17
Lackawanna College,3,3,8,16,0,PA,1,2,2,2,13,2,22,34,71,36,31,86,0,0,17
Lafayette College,76,78,88,9,0,PA,1,2,2,2,21,2,86,89,90,8,90,265,0,0,21
LaGrange College,22,16,26,3,0,GA,1,2,2,2,32,1,41,44,44,44,44,79,0,0,11
Laguna College of Art and Design,6,12,6,0,0,CA,1,2,2,2,41,1,44,58,65,20,67,93,0,0,23
Lake Erie College,9,17,15,6,0,OH,1,2,2,2,21,1,42,48,48,20,48,64,0,0,6
Lake Erie College of Osteopathic Medicine,33,27,98,3,0,PA,1,2,2,2,13,2,22,34,71,20,50,206,0,0,68
Lake Forest College,27,26,39,0,11,IL,1,2,2,2,21,2,69,75,75,19,75,129,1,0,38
Lake Forest Graduate School of Management,0,0,0,0,0,IL,1,2,2,2,21,1,22,34,71,20,50,52,0,0,0
Lake Superior State University,18,23,37,6,0,MI,1,1,2,2,33,2,31,44,50,29,51,112,0,0,19
Lake Washington Institute of Technology,0,0,0,0,0,WA,1,1,2,2,21,2,22,34,71,14,39,143,0,0,12
Lake-Sumter State College,3,8,31,36,0,FL,1,1,2,2,22,2,22,34,71,14,47,109,0,0,13
Lakeland University,11,12,9,10,0,WI,1,2,2,2,41,2,41,46,46,20,46,99,0,0,33
Lakeview College of Nursing,0,2,2,12,0,IL,1,2,2,2,13,1,22,34,71,20,50,19,0,0,4
Lamar University,85,112,90,147,0,TX,1,1,2,2,12,4,16,30,37,36,37,478,3,0,165
Lancaster Bible College,25,5,44,0,0,PA,1,2,2,2,21,2,49,55,60,20,73,160,0,0,32
Lancaster Theological Seminary,5,1,0,0,0,PA,1,2,2,2,13,1,22,34,71,20,50,19,0,0,4
Lander University,20,32,56,9,35,SC,1,1,2,2,32,2,29,45,49,33,49,204,0,0,68
Landmark College,9,30,16,0,0,VT,1,2,2,2,42,1,22,34,71,39,34,59,2,0,25
